,time,location
7428,1681783518,4S|4T|4W|5S
7429,1681783519,4S|4T|4W|5S
7430,1681783520,4S|4T|4W|5S
7431,1681783521,4S|4T|4W|5S
7432,1681783522,4S|4T|4W|5S
7433,1681783523,4S|4T|4W|5S
7434,1681783524,4S|4T|4W|5S
7435,1681783525,4S|4T|4W|5S
7436,1681783526,4S|4T|4W|5S
7437,1681783527,4S|4T|4W|5S
7438,1681783528,4S|4T|4W|5S
7439,1681783529,4S|4T|4W|5S
7440,1681783530,4S|4T|4W|5S
7441,1681783531,4S|4T|4W|5S
7442,1681783532,4S|4T|4W|5S
7443,1681783533,4S|4T|4W|5S
7444,1681783534,4S|4T|4W|5S
7445,1681783535,4S|4T|4W|5S
7446,1681783536,4S|4T|4W|5S
7447,1681783537,4S|4T|4W|5S
7448,1681783538,4S|4T|4W|5S
7449,1681783539,4S|4T|4W|5S
7450,1681783540,4S|4T|4W|5S
7451,1681783541,4S|4T|4W|5S
7452,1681783542,4S|4T|4W|5S
7453,1681783543,4S|4T|4W|5S
7454,1681783544,4S|4T|4W|5S
7455,1681783545,4S|4T|4W|5S
7456,1681783546,4S|4T|4W|5S
7457,1681783547,4S|4T|4W|5S
7458,1681783548,4S|4T|4W|5S
7459,1681783549,4S|4T|4W|5S
7460,1681783550,4S|4T|4W|5S
7461,1681783551,4S|4T|4W|5S
7462,1681783552,4S|4T|4W|5S
7463,1681783553,4S|4T|4W|5S
7464,1681783554,4S|4T|4W|5S
7465,1681783555,4S|4T|4W|5S
7466,1681783556,4S|4T|4W|5S
7467,1681783557,4S|4T|4W|5S
7468,1681783558,4S|4T|4W|5S
7469,1681783559,4S|4T|4W|5S
7470,1681783560,4S|4T|4W|5S
7471,1681783561,4S|4T|4W|5S
7472,1681783562,4S|4T|4W|5S
7473,1681783563,4S|4T|4W|5S
7474,1681783564,4S|4T|4W|5S
7475,1681783565,4S|4T|4W|5S
7476,1681783566,4S|4T|4W|5S
7477,1681783567,4S|4T|4W|5S
7478,1681783568,4S|4T|4W|5S
7479,1681783569,4S|4T|4W|5S
7480,1681783570,4S|4T|4W|5S
7481,1681783571,4S|4T|4W|5S
7482,1681783572,4S|4T|4W|5S
7483,1681783573,4S|4T|4W|5S
7484,1681783574,4S|4T|4W|5S
7485,1681783575,4S|4T|4W|5S
7486,1681783576,4S|4T|4W|5S
7487,1681783577,4S|4T|4W|5S
7488,1681783578,4S|4T|4W|5S
7489,1681783579,4S|4T|4W|5S
7490,1681783580,4S|4T|4W|5S
7491,1681783581,4S|4T|4W|5S
7492,1681783582,4S|4T|4W|5S
7493,1681783583,4S|4T|4W|5S
7494,1681783584,4S|4T|4W|5S
7495,1681783585,4S|4T|4W|5S
7496,1681783586,4S|4T|4W|5S
7497,1681783587,4S|4T|4W|5S
7498,1681783588,4S|4T|4W|5S
7499,1681783589,4S|4T|4W|5S
7500,1681783590,4S|4T|4W|5S
7501,1681783591,4S|4T|4W|5S
7502,1681783592,4S|4T|4W|5S
7503,1681783593,4S|4T|4W|5S
7504,1681783594,4S|4T|4W|5S
7505,1681783595,4S|4T|4W|5S
7506,1681783596,4S|4T|4W|5S
7507,1681783597,4S|4T|4W|5S
7508,1681783598,4S|4T|4W|5S
7509,1681783599,4S|4T|4W|5S
7510,1681783600,4S|4T|4W|5S
7511,1681783601,4S|4T|4W|5S
7512,1681783602,4S|4T|4W|5S
7513,1681783603,4S|4T|4W|5S
7514,1681783604,4S|4T|4W|5S
7515,1681783605,4S|4T|4W|5S
7516,1681783606,4S|4T|4W|5S
7517,1681783607,4S|4T|4W|5S
7518,1681783608,4S|4T|4W|5S
7519,1681783609,4S|4T|4W|5S
7520,1681783610,4S|4T|4W|5S
7521,1681783611,4S|4T|4W|5S
7522,1681783612,4S|4T|4W|5S
7523,1681783613,4S|4T|4W|5S
7524,1681783614,4S|4T|4W|5S
7525,1681783615,4S|4T|4W|5S
7526,1681783616,4S|4T|4W|5S
7527,1681783617,4S|4T|4W|5S
7528,1681783618,4S|4T|4W|5S
7529,1681783619,4S|4T|4W|5S
7530,1681783620,4S|4T|4W|5S
7531,1681783621,4S|4T|4W|5S
7532,1681783622,4S|4T|4W|5S
7533,1681783623,4S|4T|4W|5S
7534,1681783624,4S|4T|4W|5S
7535,1681783625,4S|4T|4W|5S
7536,1681783626,4S|4T|4W|5S
7537,1681783627,4S|4T|4W|5S
7538,1681783628,4S|4T|4W|5S
7539,1681783629,4S|4T|4W|5S
7540,1681783630,4S|4T|4W|5S
7541,1681783631,4S|4T|4W|5S
7542,1681783632,4S|4T|4W|5S
7543,1681783633,4S|4T|4W|5S
7544,1681783634,4S|4T|4W|5S
7545,1681783635,4S|4T|4W|5S
7546,1681783636,4S|4T|4W|5S
7547,1681783637,4S|4T|4W|5S
7548,1681783638,4S|4T|4W|5S
7549,1681783639,4S|4T|4W|5S
7550,1681783640,4S|4T|4W|5S
7551,1681783641,4S|4T|4W|5S
7552,1681783642,4S|4T|4W|5S
7553,1681783643,4S|4T|4W|5S
7554,1681783644,4S|4T|4W|5S
7555,1681783645,4S|4T|4W|5S
7556,1681783646,4S|4T|4W|5S
7557,1681783647,4S|4T|4W|5S
7558,1681783648,4S|4T|4W|5S
7559,1681783649,4S|4T|4W|5S
7560,1681783650,4S|4T|4W|5S
7561,1681783651,4S|4T|4W|5S
7562,1681783652,4S|4T|4W|5S
7563,1681783653,4S|4T|4W|5S
7564,1681783654,4S|4T|4W|5S
7565,1681783655,4S|4T|4W|5S
7566,1681783656,4S|4T|4W|5S
7567,1681783657,4S|4T|4W|5S
7568,1681783658,4S|4T|4W|5S
7569,1681783659,4S|4T|4W|5S
7570,1681783660,4S|4T|4W|5S
7571,1681783661,4S|4T|4W|5S
7572,1681783662,4S|4T|4W|5S
7573,1681783663,4S|4T|4W|5S
7574,1681783664,4S|4T|4W|5S
7575,1681783665,4S|4T|4W|5S
7576,1681783666,4S|4T|4W|5S
7577,1681783667,4S|4T|4W|5S
7578,1681783668,4S|4T|4W|5S
7579,1681783669,4S|4T|4W|5S
7580,1681783670,4S|4T|4W|5S
7581,1681783671,4S|4T|4W|5S
7582,1681783672,4S|4T|4W|5S
7583,1681783673,4S|4T|4W|5S
7584,1681783674,4S|4T|4W|5S
7585,1681783675,4S|4T|4W|5S
7586,1681783676,4S|4T|4W|5S
7587,1681783677,4S|4T|4W|5S
7588,1681783678,4S|4T|4W|5S
7589,1681783679,4S|4T|4W|5S
7590,1681783680,4S|4T|4W|5S
7591,1681783681,4S|4T|4W|5S
7592,1681783682,4S|4T|4W|5S
7593,1681783683,4S|4T|4W|5S
7594,1681783684,4S|4T|4W|5S
7595,1681783685,4S|4T|4W|5S
7596,1681783686,4S|4T|4W|5S
7597,1681783687,4S|4T|4W|5S
7598,1681783688,4S|4T|4W|5S
7599,1681783689,4S|4T|4W|5S
7600,1681783690,4S|4T|4W|5S
7601,1681783691,4S|4T|4W|5S
7602,1681783692,4S|4T|4W|5S
7603,1681783693,4S|4T|4W|5S
7604,1681783694,4S|4T|4W|5S
7605,1681783695,4S|4T|4W|5S
7606,1681783696,4S|4T|4W|5S
7607,1681783697,4S|4T|4W|5S
7608,1681783698,4S|4T|4W|5S
7609,1681783699,4S|4T|4W|5S
7610,1681783700,4S|4T|4W|5S
7611,1681783701,4S|4T|4W|5S
7612,1681783702,4S|4T|4W|5S
7613,1681783703,4S|4T|4W|5S
7614,1681783704,4S|4T|4W|5S
7615,1681783705,4S|4T|4W|5S
7616,1681783706,4S|4T|4W|5S
7617,1681783707,4S|4T|4W|5S
7618,1681783708,4S|4T|4W|5S
7619,1681783709,4S|4T|4W|5S
7620,1681783710,4S|4T|4W|5S
7621,1681783711,4S|4T|4W|5S
7622,1681783712,4S|4T|4W|5S
7623,1681783713,4S|4T|4W|5S
7624,1681783714,4S|4T|4W|5S
7625,1681783715,4S|4T|4W|5S
7626,1681783716,4S|4T|4W|5S
7627,1681783717,4S|4T|4W|5S
7628,1681783718,4S|4T|4W|5S
7629,1681783719,4S|4T|4W|5S
7630,1681783720,4S|4T|4W|5S
7631,1681783721,4S|4T|4W|5S
7632,1681783722,4S|4T|4W|5S
7633,1681783723,4S|4T|4W|5S
7634,1681783724,4S|4T|4W|5S
7635,1681783725,4S|4T|4W|5S
7636,1681783726,4S|4T|4W|5S
7637,1681783727,4S|4T|4W|5S
7638,1681783728,4S|4T|4W|5S
7639,1681783729,4S|4T|4W|5S
7640,1681783730,4S|4T|4W|5S
7641,1681783731,4S|4T|4W|5S
7642,1681783732,4S|4T|4W|5S
7643,1681783733,4S|4T|4W|5S
7644,1681783734,4S|4T|4W|5S
7645,1681783735,4S|4T|4W|5S
7646,1681783736,4S|4T|4W|5S
7647,1681783737,4S|4T|4W|5S
7648,1681783738,4S|4T|4W|5S
7649,1681783739,4S|4T|4W|5S
7650,1681783740,4S|4T|4W|5S
7651,1681783741,4S|4T|4W|5S
7652,1681783742,4S|4T|4W|5S
7653,1681783743,4S|4T|4W|5S
7654,1681783744,4S|4T|4W|5S
7655,1681783745,4S|4T|4W|5S
7656,1681783746,4S|4T|4W|5S
7657,1681783747,4S|4T|4W|5S
7658,1681783748,4S|4T|4W|5S
7659,1681783749,4S|4T|4W|5S
7660,1681783750,4S|4T|4W|5S
7661,1681783751,4S|4T|4W|5S
7662,1681783752,4S|4T|4W|5S
7663,1681783753,4S|4T|4W|5S
7664,1681783754,4S|4T|4W|5S
7665,1681783755,4S|4T|4W|5S
7666,1681783756,4S|4T|4W|5S
7667,1681783757,4S|4T|4W|5S
7668,1681783758,4S|4T|4W|5S
7669,1681783759,4S|4T|4W|5S
7670,1681783760,4S|4T|4W|5S
7671,1681783761,4S|4T|4W|5S
7672,1681783762,4S|4T|4W|5S
7673,1681783763,4S|4T|4W|5S
7674,1681783764,4S|4T|4W|5S
7675,1681783765,4S|4T|4W|5S
7676,1681783766,4S|4T|4W|5S
7677,1681783767,4S|4T|4W|5S
7678,1681783768,4S|4T|4W|5S
7679,1681783769,4S|4T|4W|5S
7680,1681783770,4S|4T|4W|5S
7681,1681783771,4S|4T|4W|5S
7682,1681783772,4S|4T|4W|5S
7683,1681783773,4S|4T|4W|5S
7684,1681783774,4S|4T|4W|5S
7685,1681783775,4S|4T|4W|5S
7686,1681783776,4S|4T|4W|5S
7687,1681783777,4S|4T|4W|5S
7688,1681783778,4S|4T|4W|5S
7689,1681783779,4S|4T|4W|5S
7690,1681783780,4S|4T|4W|5S
7691,1681783781,4S|4T|4W|5S
7692,1681783782,4S|4T|4W|5S
7693,1681783783,4S|4T|4W|5S
7694,1681783784,4S|4T|4W|5S
7695,1681783785,4S|4T|4W|5S
7696,1681783786,4S|4T|4W|5S
7697,1681783787,4S|4T|4W|5S
7698,1681783788,4S|4T|4W|5S
7699,1681783789,4S|4T|4W|5S
7700,1681783790,4S|4T|4W|5S
7701,1681783791,4S|4T|4W|5S
7702,1681783792,4S|4T|4W|5S
7703,1681783793,4S|4T|4W|5S
7704,1681783794,4S|4T|4W|5S
7705,1681783795,4S|4T|4W|5S
7706,1681783796,4S|4T|4W|5S
7707,1681783797,4S|4T|4W|5S
7708,1681783798,4S|4T|4W|5S
7709,1681783799,4S|4T|4W|5S
7710,1681783800,4S|4T|4W|5S
7711,1681783801,4S|4T|4W|5S
7712,1681783802,4S|4T|4W|5S
7713,1681783803,4S|4T|4W|5S
7714,1681783804,4S|4T|4W|5S
7715,1681783805,4S|4T|4W|5S
7716,1681783806,4S|4T|4W|5S
7717,1681783807,4S|4T|4W|5S
7718,1681783808,4S|4T|4W|5S
7719,1681783809,4S|4T|4W|5S
7720,1681783810,4S|4T|4W|5S
7721,1681783811,4S|4T|4W|5S
7722,1681783812,4S|4T|4W|5S
7723,1681783813,4S|4T|4W|5S
7724,1681783814,4S|4T|4W|5S
7725,1681783815,4S|4T|4W|5S
7726,1681783816,4S|4T|4W|5S
7727,1681783817,4S|4T|4W|5S
7728,1681783818,4S|4T|4W|5S
7729,1681783819,4S|4T|4W|5S
7730,1681783820,4S|4T|4W|5S
7731,1681783821,4S|4T|4W|5S
7732,1681783822,4S|4T|4W|5S
7733,1681783823,4S|4T|4W|5S
7734,1681783824,4S|4T|4W|5S
7735,1681783825,4S|4T|4W|5S
7736,1681783826,4S|4T|4W|5S
7737,1681783827,4S|4T|4W|5S
7738,1681783828,4S|4T|4W|5S
7739,1681783829,4S|4T|4W|5S
7740,1681783830,4S|4T|4W|5S
7741,1681783831,4S|4T|4W|5S
7742,1681783832,4S|4T|4W|5S
7743,1681783833,4S|4T|4W|5S
7744,1681783834,4S|4T|4W|5S
7745,1681783835,4S|4T|4W|5S
7746,1681783836,4S|4T|4W|5S
7747,1681783837,4S|4T|4W|5S
7748,1681783838,4S|4T|4W|5S
7749,1681783839,4S|4T|4W|5S
7750,1681783840,4S|4T|4W|5S
7751,1681783841,4S|4T|4W|5S
7752,1681783842,4S|4T|4W|5S
7753,1681783843,4S|4T|4W|5S
7754,1681783844,4S|4T|4W|5S
7755,1681783845,4S|4T|4W|5S
7756,1681783846,4S|4T|4W|5S
7757,1681783847,4S|4T|4W|5S
7758,1681783848,4S|4T|4W|5S
7759,1681783849,4S|4T|4W|5S
7760,1681783850,4S|4T|4W|5S
7761,1681783851,4S|4T|4W|5S
7762,1681783852,4S|4T|4W|5S
7763,1681783853,4S|4T|4W|5S
7764,1681783854,4S|4T|4W|5S
7765,1681783855,4S|4T|4W|5S
7766,1681783856,4S|4T|4W|5S
7767,1681783857,4S|4T|4W|5S
7768,1681783858,4S|4T|4W|5S
7769,1681783859,4S|4T|4W|5S
7770,1681783860,4S|4T|4W|5S
7771,1681783861,4S|4T|4W|5S
7772,1681783862,4S|4T|4W|5S
7773,1681783863,4S|4T|4W|5S
7774,1681783864,4S|4T|4W|5S
7775,1681783865,4S|4T|4W|5S
7776,1681783866,4S|4T|4W|5S
7777,1681783867,4S|4T|4W|5S
7778,1681783868,4S|4T|4W|5S
7779,1681783869,4S|4T|4W|5S
7780,1681783870,4S|4T|4W|5S
7781,1681783871,4S|4T|4W|5S
7782,1681783872,4S|4T|4W|5S
7783,1681783873,4S|4T|4W|5S
7784,1681783874,4S|4T|4W|5S
7785,1681783875,4S|4T|4W|5S
7786,1681783876,4S|4T|4W|5S
7787,1681783877,4S|4T|4W|5S
7788,1681783878,4S|4T|4W|5S
7789,1681783879,4S|4T|4W|5S
7790,1681783880,4S|4T|4W|5S
7791,1681783881,4S|4T|4W|5S
7792,1681783882,4S|4T|4W|5S
7793,1681783883,4S|4T|4W|5S
7794,1681783884,4S|4T|4W|5S
7795,1681783885,4S|4T|4W|5S
7796,1681783886,4S|4T|4W|5S
7797,1681783887,4S|4T|4W|5S
7798,1681783888,4S|4T|4W|5S
7799,1681783889,4S|4T|4W|5S
7800,1681783890,4S|4T|4W|5S
7801,1681783891,4S|4T|4W|5S
7802,1681783892,4S|4T|4W|5S
7803,1681783893,4S|4T|4W|5S
7804,1681783894,4S|4T|4W|5S
7805,1681783895,4S|4T|4W|5S
7806,1681783896,4S|4T|4W|5S
7807,1681783897,4S|4T|4W|5S
7808,1681783898,4S|4T|4W|5S
7809,1681783899,4S|4T|4W|5S
7810,1681783900,4S|4T|4W|5S
7811,1681783901,4S|4T|4W|5S
7812,1681783902,4S|4T|4W|5S
7813,1681783903,4S|4T|4W|5S
7814,1681783904,4S|4T|4W|5S
7815,1681783905,4S|4T|4W|5S
7816,1681783906,4S|4T|4W|5S
7817,1681783907,4S|4T|4W|5S
7818,1681783908,4S|4T|4W|5S
7819,1681783909,4S|4T|4W|5S
7820,1681783910,4S|4T|4W|5S
7821,1681783911,4S|4T|4W|5S
7822,1681783912,4S|4T|4W|5S
7823,1681783913,4S|4T|4W|5S
7824,1681783914,4S|4T|4W|5S
7825,1681783915,4S|4T|4W|5S
7826,1681783916,4S|4T|4W|5S
7827,1681783917,4S|4T|4W|5S
7828,1681783918,4S|4T|4W|5S
7829,1681783919,4S|4T|4W|5S
7830,1681783920,4S|4T|4W|5S
7831,1681783921,4S|4T|4W|5S
7832,1681783922,4S|4T|4W|5S
7833,1681783923,4S|4T|4W|5S
7834,1681783924,4S|4T|4W|5S
7835,1681783925,4S|4T|4W|5S
7836,1681783926,4S|4T|4W|5S
7837,1681783927,4S|4T|4W|5S
7838,1681783928,4S|4T|4W|5S
7839,1681783929,4S|4T|4W|5S
7840,1681783930,4S|4T|4W|5S
7841,1681783931,4S|4T|4W|5S
7842,1681783932,4S|4T|4W|5S
7843,1681783933,4S|4T|4W|5S
7844,1681783934,4S|4T|4W|5S
7845,1681783935,4S|4T|4W|5S
7846,1681783936,4S|4T|4W|5S
7847,1681783937,4S|4T|4W|5S
7848,1681783938,4S|4T|4W|5S
7849,1681783939,4S|4T|4W|5S
7850,1681783940,4S|4T|4W|5S
7851,1681783941,4S|4T|4W|5S
7852,1681783942,4S|4T|4W|5S
7853,1681783943,4S|4T|4W|5S
7854,1681783944,4S|4T|4W|5S
7855,1681783945,4S|4T|4W|5S
7856,1681783946,4S|4T|4W|5S
7857,1681783947,4S|4T|4W|5S
7858,1681783948,4S|4T|4W|5S
7859,1681783949,4S|4T|4W|5S
7860,1681783950,4S|4T|4W|5S
7861,1681783951,4S|4T|4W|5S
7862,1681783952,4S|4T|4W|5S
7863,1681783953,4S|4T|4W|5S
7864,1681783954,4S|4T|4W|5S
7865,1681783955,4S|4T|4W|5S
7866,1681783956,4S|4T|4W|5S
7867,1681783957,4S|4T|4W|5S
7868,1681783958,4S|4T|4W|5S
7869,1681783959,4S|4T|4W|5S
7870,1681783960,4S|4T|4W|5S
7871,1681783961,4S|4T|4W|5S
7872,1681783962,4S|4T|4W|5S
7873,1681783963,4S|4T|4W|5S
7874,1681783964,4S|4T|4W|5S
7875,1681783965,4S|4T|4W|5S
7876,1681783966,4S|4T|4W|5S
7877,1681783967,4S|4T|4W|5S
7878,1681783968,4S|4T|4W|5S
7879,1681783969,4S|4T|4W|5S
7880,1681783970,4S|4T|4W|5S
7881,1681783971,4S|4T|4W|5S
7882,1681783972,4S|4T|4W|5S
7883,1681783973,4S|4T|4W|5S
7884,1681783974,4S|4T|4W|5S
7885,1681783975,4S|4T|4W|5S
7886,1681783976,4S|4T|4W|5S
7887,1681783977,4S|4T|4W|5S
7888,1681783978,4S|4T|4W|5S
7889,1681783979,4S|4T|4W|5S
7890,1681783980,4S|4T|4W|5S
7891,1681783981,4S|4T|4W|5S
7892,1681783982,4S|4T|4W|5S
7893,1681783983,4S|4T|4W|5S
7894,1681783984,4S|4T|4W|5S
7895,1681783985,4S|4T|4W|5S
7896,1681783986,4S|4T|4W|5S
7897,1681783987,4S|4T|4W|5S
7898,1681783988,4S|4T|4W|5S
7899,1681783989,4S|4T|4W|5S
7900,1681783990,4S|4T|4W|5S
7901,1681783991,4S|4T|4W|5S
7902,1681783992,4S|4T|4W|5S
7903,1681783993,4S|4T|4W|5S
7904,1681783994,4S|4T|4W|5S
7905,1681783995,4S|4T|4W|5S
7906,1681783996,4S|4T|4W|5S
7907,1681783997,4S|4T|4W|5S
7908,1681783998,4S|4T|4W|5S
7909,1681783999,4S|4T|4W|5S
7910,1681784000,4S|4T|4W|5S
7911,1681784001,4S|4T|4W|5S
7912,1681784002,4S|4T|4W|5S
7913,1681784003,4S|4T|4W|5S
7914,1681784004,4S|4T|4W|5S
7915,1681784005,4S|4T|4W|5S
7916,1681784006,4S|4T|4W|5S
7917,1681784007,4S|4T|4W|5S
7918,1681784008,4S|4T|4W|5S
7919,1681784009,4S|4T|4W|5S
7920,1681784010,4S|4T|4W|5S
7921,1681784011,4S|4T|4W|5S
7922,1681784012,4S|4T|4W|5S
7923,1681784013,4S|4T|4W|5S
7924,1681784014,4S|4T|4W|5S
7925,1681784015,4S|4T|4W|5S
7926,1681784016,4S|4T|4W|5S
7927,1681784017,4S|4T|4W|5S
7928,1681784018,4S|4T|4W|5S
7929,1681784019,4S|4T|4W|5S
7930,1681784020,4S|4T|4W|5S
7931,1681784021,4S|4T|4W|5S
7932,1681784022,4S|4T|4W|5S
7933,1681784023,4S|4T|4W|5S
7934,1681784024,4S|4T|4W|5S
7935,1681784025,4S|4T|4W|5S
7936,1681784026,4S|4T|4W|5S
7937,1681784027,4S|4T|4W|5S
7938,1681784028,4S|4T|4W|5S
7939,1681784029,4S|4T|4W|5S
7940,1681784030,4S|4T|4W|5S
7941,1681784031,4S|4T|4W|5S
7942,1681784032,4S|4T|4W|5S
7943,1681784033,4S|4T|4W|5S
7944,1681784034,4S|4T|4W|5S
7945,1681784035,4S|4T|4W|5S
7946,1681784036,4S|4T|4W|5S
7947,1681784037,4S|4T|4W|5S
7948,1681784038,4S|4T|4W|5S
7949,1681784039,4S|4T|4W|5S
7950,1681784040,4S|4T|4W|5S
7951,1681784041,4S|4T|4W|5S
7952,1681784042,4S|4T|4W|5S
7953,1681784043,4S|4T|4W|5S
7954,1681784044,4S|4T|4W|5S
7955,1681784045,4S|4T|4W|5S
7956,1681784046,4S|4T|4W|5S
7957,1681784047,4S|4T|4W|5S
7958,1681784048,4S|4T|4W|5S
7959,1681784049,4S|4T|4W|5S
7960,1681784050,4S|4T|4W|5S
7961,1681784051,4S|4T|4W|5S
7962,1681784052,4S|4T|4W|5S
7963,1681784053,4S|4T|4W|5S
7964,1681784054,4S|4T|4W|5S
7965,1681784055,4S|4T|4W|5S
7966,1681784056,4S|4T|4W|5S
7967,1681784057,4S|4T|4W|5S
7968,1681784058,4S|4T|4W|5S
7969,1681784059,4S|4T|4W|5S
7970,1681784060,4S|4T|4W|5S
7971,1681784061,4S|4T|4W|5S
7972,1681784062,4S|4T|4W|5S
7973,1681784063,4S|4T|4W|5S
7974,1681784064,4S|4T|4W|5S
7975,1681784065,4S|4T|4W|5S
7976,1681784066,4S|4T|4W|5S
7977,1681784067,4S|4T|4W|5S
7978,1681784068,4S|4T|4W|5S
7979,1681784069,4S|4T|4W|5S
7980,1681784070,4S|4T|4W|5S
7981,1681784071,4S|4T|4W|5S
7982,1681784072,4S|4T|4W|5S
7983,1681784073,4S|4T|4W|5S
7984,1681784074,4S|4T|4W|5S
7985,1681784075,4S|4T|4W|5S
7986,1681784076,4S|4T|4W|5S
7987,1681784077,4S|4T|4W|5S
7988,1681784078,4S|4T|4W|5S
7989,1681784079,4S|4T|4W|5S
7990,1681784080,4S|4T|4W|5S
7991,1681784081,4S|4T|4W|5S
7992,1681784082,4S|4T|4W|5S
7993,1681784083,4S|4T|4W|5S
7994,1681784084,4S|4T|4W|5S
7995,1681784085,4S|4T|4W|5S
7996,1681784086,4S|4T|4W|5S
7997,1681784087,4S|4T|4W|5S
7998,1681784088,4S|4T|4W|5S
7999,1681784089,4S|4T|4W|5S
8000,1681784090,4S|4T|4W|5S
8001,1681784091,4S|4T|4W|5S
8002,1681784092,4S|4T|4W|5S
8003,1681784093,4S|4T|4W|5S
8004,1681784094,4S|4T|4W|5S
8005,1681784095,4S|4T|4W|5S
8006,1681784096,4S|4T|4W|5S
8007,1681784097,4S|4T|4W|5S
8008,1681784098,4S|4T|4W|5S
8009,1681784099,4S|4T|4W|5S
8010,1681784100,4S|4T|4W|5S
8011,1681784101,4S|4T|4W|5S
8012,1681784102,4S|4T|4W|5S
8013,1681784103,4S|4T|4W|5S
8014,1681784104,4S|4T|4W|5S
8015,1681784105,4S|4T|4W|5S
8016,1681784106,4S|4T|4W|5S
8017,1681784107,4S|4T|4W|5S
8018,1681784108,4S|4T|4W|5S
8019,1681784109,4S|4T|4W|5S
8020,1681784110,4S|4T|4W|5S
8021,1681784111,4S|4T|4W|5S
8022,1681784112,4S|4T|4W|5S
8023,1681784113,4S|4T|4W|5S
8024,1681784114,4S|4T|4W|5S
8025,1681784115,4S|4T|4W|5S
8026,1681784116,4S|4T|4W|5S
8027,1681784117,4S|4T|4W|5S
8028,1681784118,4S|4T|4W|5S
8029,1681784119,4S|4T|4W|5S
8030,1681784120,4S|4T|4W|5S
8031,1681784121,4S|4T|4W|5S
8032,1681784122,4S|4T|4W|5S
8033,1681784123,4S|4T|4W|5S
8034,1681784124,4S|4T|4W|5S
8035,1681784125,4S|4T|4W|5S
8036,1681784126,4S|4T|4W|5S
8037,1681784127,4S|4T|4W|5S
8038,1681784128,4S|4T|4W|5S
8039,1681784129,4S|4T|4W|5S
8040,1681784130,4S|4T|4W|5S
8041,1681784131,4S|4T|4W|5S
8042,1681784132,4S|4T|4W|5S
8043,1681784133,4S|4T|4W|5S
8044,1681784134,4S|4T|4W|5S
8045,1681784135,4S|4T|4W|5S
8046,1681784136,4S|4T|4W|5S
8047,1681784137,4S|4T|4W|5S
8048,1681784138,4S|4T|4W|5S
8049,1681784139,4S|4T|4W|5S
8050,1681784140,4S|4T|4W|5S
8051,1681784141,4S|4T|4W|5S
8052,1681784142,4S|4T|4W|5S
8053,1681784143,4S|4T|4W|5S
8054,1681784144,4S|4T|4W|5S
8055,1681784145,4S|4T|4W|5S
8056,1681784146,4S|4T|4W|5S
8057,1681784147,4S|4T|4W|5S
8058,1681784148,4S|4T|4W|5S
8059,1681784149,4S|4T|4W|5S
8060,1681784150,4S|4T|4W|5S
8061,1681784151,4S|4T|4W|5S
8062,1681784152,4S|4T|4W|5S
8063,1681784153,4S|4T|4W|5S
8064,1681784154,4S|4T|4W|5S
8065,1681784155,4S|4T|4W|5S
8066,1681784156,4S|4T|4W|5S
8067,1681784157,4S|4T|4W|5S
8068,1681784158,4S|4T|4W|5S
8069,1681784159,4S|4T|4W|5S
8070,1681784160,4S|4T|4W|5S
8071,1681784161,4S|4T|4W|5S
8072,1681784162,4S|4T|4W|5S
8073,1681784163,4S|4T|4W|5S
8074,1681784164,4S|4T|4W|5S
8075,1681784165,4S|4T|4W|5S
8076,1681784166,4S|4T|4W|5S
8077,1681784167,4S|4T|4W|5S
8078,1681784168,4S|4T|4W|5S
8079,1681784169,4S|4T|4W|5S
8080,1681784170,4S|4T|4W|5S
8081,1681784171,4S|4T|4W|5S
8082,1681784172,4S|4T|4W|5S
8083,1681784173,4S|4T|4W|5S
8084,1681784174,4S|4T|4W|5S
8085,1681784175,4S|4T|4W|5S
8086,1681784176,4S|4T|4W|5S
8087,1681784177,4S|4T|4W|5S
8088,1681784178,4S|4T|4W|5S
8089,1681784179,4S|4T|4W|5S
8090,1681784180,4S|4T|4W|5S
8091,1681784181,4S|4T|4W|5S
8092,1681784182,4S|4T|4W|5S
8093,1681784183,4S|4T|4W|5S
8094,1681784184,4S|4T|4W|5S
8095,1681784185,4S|4T|4W|5S
8096,1681784186,4S|4T|4W|5S
8097,1681784187,4S|4T|4W|5S
8098,1681784188,4S|4T|4W|5S
8099,1681784189,4S|4T|4W|5S
8100,1681784190,4S|4T|4W|5S
8101,1681784191,4S|4T|4W|5S
8102,1681784192,4S|4T|4W|5S
8103,1681784193,4S|4T|4W|5S
8104,1681784194,4S|4T|4W|5S
8105,1681784195,4S|4T|4W|5S
8106,1681784196,4S|4T|4W|5S
8107,1681784197,4S|4T|4W|5S
8108,1681784198,4S|4T|4W|5S
8109,1681784199,4S|4T|4W|5S
8110,1681784200,4S|4T|4W|5S
8111,1681784201,4S|4T|4W|5S
8112,1681784202,4S|4T|4W|5S
8113,1681784203,4S|4T|4W|5S
8114,1681784204,4S|4T|4W|5S
8115,1681784205,4S|4T|4W|5S
8116,1681784206,4S|4T|4W|5S
8117,1681784207,4S|4T|4W|5S
8118,1681784208,4S|4T|4W|5S
8119,1681784209,4S|4T|4W|5S
8120,1681784210,4S|4T|4W|5S
8121,1681784211,4S|4T|4W|5S
8122,1681784212,4S|4T|4W|5S
8123,1681784213,4S|4T|4W|5S
8124,1681784214,4S|4T|4W|5S
8125,1681784215,4S|4T|4W|5S
8126,1681784216,4S|4T|4W|5S
